"leaid","neighbor_leaid"
"2929700","2908400"
"2929700","2913560"
"2929700","2929700"
"2929700","2913710"
"2929280","2926670"
"2929280","2930660"
"2929280","2922650"
"2929280","2931530"
"2929280","2913830"
"2929280","2902910"
"2929280","2904500"
"2929280","2909720"
"2929280","2913620"
"2929280","2916290"
"2929280","2920010"
"2929280","2929280"
"2922920","2905610"
"2922920","2913500"
"2922920","2920640"
"2922920","2905940"
"2922920","2920050"
"2922920","2922920"
"2922920","2906030"
"2922920","2916530"
"2906030","2912840"
"2906030","2920840"
"2906030","2905610"
"2906030","2907380"
"2906030","2912900"
"2906030","2928360"
"2906030","2922920"
"2906030","2906030"
"2906030","2916530"
"2906030","2927520"
"2916530","2920050"
"2916530","2922920"
"2916530","2906030"
"2916530","2916530"
"2916530","2927520"
"2904980","2906540"
"2904980","2919410"
"2904980","2903480"
"2904980","2904980"
"2904980","2927520"
"2906090","2916740"
"2906090","2906000"
"2906090","2905940"
"2906090","2920050"
"2906090","2921880"
"2906090","2906090"
"2906090","2913230"
"2928110","2914520"
"2928110","2919410"
"2928110","2922860"
"2928110","2903480"
"2928110","2928140"
"2928110","2919840"
"2928110","2921210"
"2928110","2923530"
"2928110","2928110"
"2927930","2920430"
"2927930","2904050"
"2927930","2919980"
"2927930","2913770"
"2927930","2927930"
"2927930","2912180"
"2904170","2910470"
"2904170","2915240"
"2904170","2910320"
"2904170","2903200"
"2904170","2902850"
"2904170","2921360"
"2904170","2904170"
"2904170","2906360"
"2906360","2915240"
"2906360","2915330"
"2906360","2926310"
"2906360","2902850"
"2906360","2920820"
"2906360","2904170"
"2906360","2906360"
"2913650","2925710"
"2913650","2921210"
"2913650","2913650"
"2913650","2923490"
"2925110","2931950"
"2925110","2921600"
"2925110","2930420"
"2925110","2925110"
"2925110","2921120"
"2925110","2925620"
"2925110","2927540"
"2911670","2931950"
"2911670","2908170"
"2911670","2920610"
"2911670","2911670"
"2911670","2928710"
"2911670","2925620"
"2928710","2908170"
"2928710","2920610"
"2928710","2911670"
"2928710","2928710"
"2921120","2904020"
"2921120","2921600"
"2921120","2930810"
"2921120","2925110"
"2921120","2921120"
"2921120","2925620"
"2925620","2904020"
"2925620","2931950"
"2925620","2908170"
"2925620","2930810"
"2925620","2925110"
"2925620","2911670"
"2925620","2921120"
"2925620","2925620"
"2930870","2900001"
"2930870","2910830"
"2930870","2926890"
"2930870","2929130"
"2930870","2931830"
"2930870","2915420"
"2930870","2930870"
"2930870","2922140"
"2910350","2929850"
"2910350","2931440"
"2910350","2926430"
"2910350","2910830"
"2910350","2915420"
"2910350","2910350"
"2917880","2912720"
"2917880","2929850"
"2917880","2931440"
"2917880","2926430"
"2917880","2925210"
"2917880","2929580"
"2917880","2917880"
"2907080","2918460"
"2907080","2907080"
"2907080","2916380"
"2906170","2908340"
"2906170","2923040"
"2906170","2915510"
"2906170","2928590"
"2906170","2918450"
"2906170","2911450"
"2906170","2906170"
"2906170","2927090"
"2927090","2910650"
"2927090","2923040"
"2927090","2910710"
"2927090","2915510"
"2927090","2906170"
"2927090","2927090"
"2929810","2913260"
"2929810","2923040"
"2929810","2926040"
"2929810","2921540"
"2929810","2911450"
"2929810","2929810"
"2929810","2914840"
"2929810","2906430"
"2929810","2932070"
"2916380","2920700"
"2916380","2911280"
"2916380","2918460"
"2916380","2907080"
"2916380","2916380"
"2923490","2920280"
"2923490","2918460"
"2923490","2921210"
"2923490","2913650"
"2923490","2923490"
"2912690","2913440"
"2912690","2917910"
"2912690","2928770"
"2912690","2922470"
"2912690","2925590"
"2912690","2930360"
"2912690","2920640"
"2912690","2906000"
"2912690","2912690"
"2912690","2920940"
"2925640","2916740"
"2925640","2922980"
"2925640","2922470"
"2925640","2925590"
"2925640","2920750"
"2925640","2927660"
"2925640","2925640"
"2925640","2920940"
"2925640","2913230"
"2920940","2922470"
"2920940","2906000"
"2920940","2912690"
"2920940","2925640"
"2920940","2920940"
"2920940","2913230"
"2922770","2932300"
"2922770","2900002"
"2922770","2926490"
"2922770","2906450"
"2922770","2922770"
"2917970","2921030"
"2917970","2907020"
"2917970","2925410"
"2917970","2916450"
"2917970","2917970"
"2917970","2923250"
"2917970","2918220"
"2917970","2925290"
"2923250","2929490"
"2923250","2907020"
"2923250","2920550"
"2923250","2917970"
"2923250","2923250"
"2923250","2925290"
"2905910","2921840"
"2905910","2917850"
"2905910","2928170"
"2905910","2905910"
"2905910","2918510"
"2918510","2907350"
"2918510","2917850"
"2918510","2916140"
"2918510","2905910"
"2918510","2918510"
"2927870","2916500"
"2927870","2928530"
"2927870","2927870"
"2927870","2928620"
"2927870","2905730"
"2927870","2914460"
"2928620","2927870"
"2928620","2928620"
"2909860","2910470"
"2909860","2918330"
"2909860","2928080"
"2909860","2910320"
"2909860","2906480"
"2909860","2909860"
"2909860","2910520"
"2909860","2908730"
"2912240","2916710"
"2912240","2920340"
"2912240","2929910"
"2912240","2905700"
"2912240","2905760"
"2912240","2912240"
"2931680","2911850"
"2931680","2915060"
"2931680","2915180"
"2931680","2915210"
"2931680","2926370"
"2931680","2904140"
"2931680","2931680"
"2910800","2930420"
"2910800","2921810"
"2910800","2910800"
"2910800","2931500"
"2910800","2927540"
"2910800","2907460"
"2910800","2916350"
"2931500","2907350"
"2931500","2916140"
"2931500","2910800"
"2931500","2931500"
"2931500","2907460"
"2931500","2916350"
"2927540","2904110"
"2927540","2921600"
"2927540","2921000"
"2927540","2930420"
"2927540","2925110"
"2927540","2910800"
"2927540","2927540"
"2927540","2907460"
"2907460","2904110"
"2907460","2916140"
"2907460","2910800"
"2907460","2931500"
"2907460","2927540"
"2907460","2907460"
"2916350","2927900"
"2916350","2907350"
"2916350","2921810"
"2916350","2910800"
"2916350","2931500"
"2916350","2916350"
"2922830","2910590"
"2922830","2911940"
"2922830","2911250"
"2922830","2928410"
"2922830","2922830"
"2922830","2931710"
"2922830","2925230"
"2922830","2925290"
"2931710","2910590"
"2931710","2911940"
"2931710","2922830"
"2931710","2931710"
"2931710","2925230"
"2910520","2910470"
"2910520","2918330"
"2910520","2926940"
"2910520","2921360"
"2910520","2923270"
"2910520","2909860"
"2910520","2910520"
"2910520","2931070"
"2910520","2903120"
"2931070","2918330"
"2931070","2914320"
"2931070","2931920"
"2931070","2931460"
"2931070","2909810"
"2931070","2909900"
"2931070","2918670"
"2931070","2923270"
"2931070","2929610"
"2931070","2910520"
"2931070","2931070"
"2908730","2928080"
"2908730","2910320"
"2908730","2914490"
"2908730","2931020"
"2908730","2918360"
"2908730","2908320"
"2908730","2909860"
"2908730","2908730"
"2909930","2929130"
"2909930","2931830"
"2909930","2909930"
"2909930","2911550"
"2909930","2916190"
"2911550","2911340"
"2911550","2929130"
"2911550","2931830"
"2911550","2930510"
"2911550","2926970"
"2911550","2909930"
"2911550","2911550"
"2911550","2916190"
"2916190","2921875"
"2916190","2908490"
"2916190","2906510"
"2916190","2928560"
"2916190","2931830"
"2916190","2915660"
"2916190","2926970"
"2916190","2909930"
"2916190","2911550"
"2916190","2916190"
"2916190","2928430"
"2928430","2921875"
"2928430","2922740"
"2928430","2914280"
"2928430","2908490"
"2928430","2916190"
"2928430","2928430"
"2928430","2921330"
"2928430","2912550"
"2921330","2910020"
"2921330","2922740"
"2921330","2931620"
"2921330","2914280"
"2921330","2931050"
"2921330","2930450"
"2921330","2928290"
"2921330","2928430"
"2921330","2921330"
"2912550","2921875"
"2912550","2922740"
"2912550","2901000"
"2912550","2928560"
"2912550","2928430"
"2912550","2912550"
"2919170","2920430"
"2919170","2929640"
"2919170","2923430"
"2919170","2928740"
"2919170","2919170"
"2919170","2928860"
"2919170","2912180"
"2926220","2932010"
"2926220","2921600"
"2926220","2903270"
"2926220","2905070"
"2926220","2921000"
"2926220","2926220"
"2926220","2928860"
"2926220","2909780"
"2926220","2920310"
"2926220","2922530"
"2930990","2932010"
"2930990","2903270"
"2930990","2911580"
"2930990","2930990"
"2930990","2920160"
"2930990","2910440"
"2920160","2932010"
"2920160","2905370"
"2920160","2911730"
"2920160","2930990"
"2920160","2920160"
"2920160","2925350"
"2920160","2910440"
"2928860","2911700"
"2928860","2929640"
"2928860","2932010"
"2928860","2923430"
"2928860","2919170"
"2928860","2926220"
"2928860","2928860"
"2928860","2925350"
"2928860","2922530"
"2925350","2911700"
"2925350","2932010"
"2925350","2905370"
"2925350","2906120"
"2925350","2913530"
"2925350","2920160"
"2925350","2928860"
"2925350","2925350"
"2905580","2905190"
"2905580","2906150"
"2905580","2925530"
"2905580","2901000"
"2905580","2905580"
"2905580","2925170"
"2905580","2921940"
"2923310","2928380"
"2923310","2929610"
"2923310","2923310"
"2923310","2930330"
"2923310","2925170"
"2930330","2909090"
"2930330","2921180"
"2930330","2906150"
"2930330","2930840"
"2930330","2929610"
"2930330","2923310"
"2930330","2930330"
"2930330","2925170"
"2925170","2905190"
"2925170","2906150"
"2925170","2928380"
"2925170","2915270"
"2925170","2905580"
"2925170","2923310"
"2925170","2930330"
"2925170","2925170"
"2914840","2926040"
"2914840","2929730"
"2914840","2925210"
"2914840","2929810"
"2914840","2914840"
"2914840","2921510"
"2914840","2906430"
"2914840","2918600"
"2921510","2911010"
"2921510","2919950"
"2921510","2925210"
"2921510","2904050"
"2921510","2922950"
"2921510","2913770"
"2921510","2910950"
"2921510","2914840"
"2921510","2921510"
"2921510","2906430"
"2911990","2926190"
"2911990","2914370"
"2911990","2901000"
"2911990","2912900"
"2911990","2911990"
"2911990","2927520"
"2911990","2921940"
"2911990","2913710"
"2927520","2912840"
"2927520","2906540"
"2927520","2919410"
"2927520","2931860"
"2927520","2920050"
"2927520","2914370"
"2927520","2912900"
"2927520","2921880"
"2927520","2906030"
"2927520","2916530"
"2927520","2904980"
"2927520","2911990"
"2927520","2927520"
"2921940","2905190"
"2921940","2927330"
"2921940","2901000"
"2921940","2912900"
"2921940","2905580"
"2921940","2911990"
"2921940","2921940"
"2918220","2926480"
"2918220","2925410"
"2918220","2911650"
"2918220","2916450"
"2918220","2917970"
"2918220","2918220"
"2925230","2923550"
"2925230","2928410"
"2925230","2922830"
"2925230","2931710"
"2925230","2925230"
"2925230","2922800"
"2918540","2921060"
"2918540","2912290"
"2918540","2928410"
"2918540","2911650"
"2918540","2916450"
"2918540","2918540"
"2918540","2922800"
"2925290","2929490"
"2925290","2911250"
"2925290","2928410"
"2925290","2916450"
"2925290","2917970"
"2925290","2923250"
"2925290","2922830"
"2925290","2925290"
"2922800","2916400"
"2922800","2915480"
"2922800","2912290"
"2922800","2923550"
"2922800","2928410"
"2922800","2916450"
"2922800","2925230"
"2922800","2918540"
"2922800","2922800"
"2903060","2915060"
"2903060","2926550"
"2903060","2926580"
"2903060","2916860"
"2903060","2910200"
"2903060","2932220"
"2903060","2921540"
"2903060","2930750"
"2903060","2903060"
"2903060","2930270"
"2930270","2916860"
"2930270","2910200"
"2930270","2903060"
"2930270","2930270"
"2919890","2900004"
"2919890","2904950"
"2919890","2919890"
"2919890","2907050"
"2919890","2909120"
"2919890","2926610"
"2905730","2923790"
"2905730","2913800"
"2905730","2916500"
"2905730","2923760"
"2905730","2928530"
"2905730","2927870"
"2905730","2905730"
"2905730","2914460"
"2907050","2930520"
"2907050","2904950"
"2907050","2919890"
"2907050","2907050"
"2907050","2914460"
"2907050","2909120"
"2914460","2912780"
"2914460","2916500"
"2914460","2923760"
"2914460","2927870"
"2914460","2905730"
"2914460","2907050"
"2914460","2914460"
"2914460","2909120"
"2909120","2912780"
"2909120","2923760"
"2909120","2919890"
"2909120","2907050"
"2909120","2914460"
"2909120","2909120"
"2909120","2926610"
"2910440","2911730"
"2910440","2911580"
"2910440","2929520"
"2910440","2930990"
"2910440","2920160"
"2910440","2910440"
"2910440","2913320"
"2919140","2912930"
"2919140","2929520"
"2919140","2921000"
"2919140","2919140"
"2919140","2913320"
"2913320","2911580"
"2913320","2929520"
"2913320","2921000"
"2913320","2910440"
"2913320","2919140"
"2913320","2913320"
"2926790","2911760"
"2926790","2910260"
"2926790","2929940"
"2926790","2926790"
"2903120","2926940"
"2903120","2915240"
"2903120","2927600"
"2903120","2926310"
"2903120","2921360"
"2903120","2911310"
"2903120","2910520"
"2903120","2903120"
"2900003","2912780"
"2900003","2900004"
"2900003","2923760"
"2900003","2900003"
"2900003","2926610"
"2928260","2921420"
"2928260","2908670"
"2928260","2900004"
"2928260","2904890"
"2928260","2904530"
"2928260","2926400"
"2928260","2928260"
"2926610","2912780"
"2926610","2900004"
"2926610","2919890"
"2926610","2909120"
"2926610","2900003"
"2926610","2926610"
"2909780","2905070"
"2909780","2915390"
"2909780","2926220"
"2909780","2909780"
"2909780","2922530"
"2912180","2920430"
"2912180","2904050"
"2912180","2928740"
"2912180","2927930"
"2912180","2919170"
"2912180","2912180"
"2920310","2904020"
"2920310","2910290"
"2920310","2921600"
"2920310","2905070"
"2920310","2915390"
"2920310","2921000"
"2920310","2926220"
"2920310","2920310"
"2922530","2928800"
"2922530","2915390"
"2922530","2923430"
"2922530","2912630"
"2922530","2926220"
"2922530","2928860"
"2922530","2909780"
"2922530","2922530"
"2928680","2930300"
"2928680","2905820"
"2928680","2908760"
"2928680","2905850"
"2928680","2930390"
"2928680","2928680"
"2919920","2920840"
"2919920","2907380"
"2919920","2903000"
"2919920","2929880"
"2919920","2919920"
"2919920","2920410"
"2920410","2905190"
"2920410","2920840"
"2920410","2927330"
"2920410","2927450"
"2920410","2929880"
"2920410","2915270"
"2920410","2919920"
"2920410","2920410"
"2913710","2926190"
"2913710","2901000"
"2913710","2913560"
"2913710","2929700"
"2913710","2911990"
"2913710","2913710"
"2906430","2910950"
"2906430","2929810"
"2906430","2914840"
"2906430","2921510"
"2906430","2906430"
"2906430","2932070"
"2932070","2915060"
"2932070","2926370"
"2932070","2921540"
"2932070","2910950"
"2932070","2929810"
"2932070","2906430"
"2932070","2932070"
"2918600","2913260"
"2918600","2910710"
"2918600","2925080"
"2918600","2926040"
"2918600","2929730"
"2918600","2925210"
"2918600","2914840"
"2918600","2918600"
"2922140","2925080"
"2922140","2931440"
"2922140","2910830"
"2922140","2926890"
"2922140","2930870"
"2922140","2922140"
"2913230","2916740"
"2913230","2922980"
"2913230","2906000"
"2913230","2906090"
"2913230","2925640"
"2913230","2920940"
"2913230","2913230"
"3011260","3000101"
"3011260","3021540"
"3011260","3013050"
"3011260","3024330"
"3011260","3005850"
"3011260","3013040"
"3011260","3000098"
"3011260","3021510"
"3011260","3000102"
"3011260","3003750"
"3011260","3012210"
"3011260","3014070"
"3013590","3028911"
"3013590","3006270"
"3013590","3000097"
"3013590","3004500"
"3013590","3000096"
"3013590","3004440"
"3013590","3006260"
"3013590","3003000"
"3013590","3022750"
"3013590","3003750"
"3028911","3013590"
"3028911","3004500"
"3028911","3004440"
"3028911","3013560"
"3028911","3003750"
"3000101","3011260"
"3000101","3023910"
"3000101","3000097"
"3000101","3023900"
"3000101","3011730"
"3000101","3011240"
"3000101","3015690"
"3000101","3000102"
"3000101","3003750"
"3000101","3025320"
"3008340","3022410"
"3008340","3023550"
"3008340","3006810"
"3008340","3004200"
"3008340","3006790"
"3008340","3022370"
"3008340","3025950"
"3008340","3028020"
"3022410","3008340"
"3022410","3016020"
"3022410","3023550"
"3022410","3024230"
"3022410","3006810"
"3022410","3015990"
"3022410","3024200"
"3022410","3007830"
"3022410","3023520"
"3022410","3008400"
"3022410","3008470"
"3022410","3006790"
"3022410","3027340"
"3025050","3009210"
"3025050","3009180"
"3025050","3007410"
"3025050","3011100"
"3025050","3012840"
"3025050","3027270"
"3003900","3013340"
"3003900","3013360"
"3003900","3016230"
"3003900","3023970"
"3003900","3004920"
"3003900","3020070"
"3003900","3021900"
"3003900","3016200"
"3003900","3004890"
"3003900","3018660"
"3003900","3020040"
"3003900","3020790"
"3003900","3023940"
"3003900","3013310"
"3003900","3021720"
"3003900","3011650"
"3003900","3014700"
"3015120","3027840"
"3015120","3005310"
"3015120","3021450"
"3015120","3013830"
"3015120","3008670"
"3015120","3005550"
"3015120","3027810"
"3015120","3005280"
"3015120","3000005"
"3015120","3009560"
"3015120","3009780"
"3015120","3004980"
"3027840","3015120"
"3027840","3026190"
"3027840","3028170"
"3027840","3005310"
"3027840","3004380"
"3027840","3005280"
"3027840","3004980"
"3027840","3013530"
"3027840","3026730"
"3005040","3007860"
"3005040","3021270"
"3005040","3010290"
"3005040","3007830"
"3005040","3021240"
"3020100","3025560"
"3020100","3000933"
"3020100","3004590"
"3020100","3011850"
"3020100","3018060"
"3020100","3016110"
"3020100","3017520"
"3020100","3007350"
"3020100","3011820"
"3020100","3000932"
"3020100","3004560"
"3020100","3011790"
"3020100","3000654"
"3003840","3018540"
"3003840","3007140"
"3003840","3015420"
"3003840","3021090"
"3003840","3022800"
"3003840","3021060"
"3003840","3022790"
"3003840","3025530"
"3003840","3005990"
"3003840","3007110"
"3003840","3007710"
"3016770","3026580"
"3016770","3007140"
"3016770","3015420"
"3016770","3027790"
"3016770","3010950"
"3016770","3020880"
"3016770","3027740"
"3016770","3006030"
"3016770","3028830"
"3016770","3007110"
"3016770","3016530"
"3026580","3016770"
"3026580","3019500"
"3026580","3000090"
"3026580","3010080"
"3026580","3016530"
"3006330","3010170"
"3006330","3021540"
"3006330","3007140"
"3006330","3002450"
"3006330","3007320"
"3006330","3027090"
"3006330","3007330"
"3006330","3009330"
"3006330","3021150"
"3006330","3010140"
"3006330","3012600"
"3006330","3013110"
"3006330","3021510"
"3006330","3002430"
"3006330","3007110"
"3006330","3000099"
"3006330","3000102"
"3010170","3006330"
"3010170","3021540"
"3010170","3024330"
"3010170","3002450"
"3010170","3024300"
"3010170","3021510"
"3010170","3002430"
"3021540","3011260"
"3021540","3006330"
"3021540","3010170"
"3021540","3013050"
"3021540","3024330"
"3021540","3005850"
"3021540","3013040"
"3021540","3024300"
"3021540","3006320"
"3021540","3010140"
"3021540","3003480"
"3021540","3000102"
"3018540","3003840"
"3018540","3007140"
"3018540","3021450"
"3018540","3002250"
"3018540","3022800"
"3018540","3009210"
"3018540","3009180"
"3018540","3015930"
"3018540","3022790"
"3018540","3002220"
"3018540","3013890"
"3018540","3019950"
"3018540","3007110"
"3018540","3001860"
"3018540","3006110"
"3018540","3011100"
"3018540","3011520"
"3013340","3003900"
"3013340","3013360"
"3013340","3017040"
"3013340","3004860"
"3013340","3007080"
"3013340","3000095"
"3013340","3007050"
"3013340","3003990"
"3013340","3018960"
"3013340","3021720"
"3013340","3028800"
"3013340","3000006"
"3013340","3004800"
"3013340","3008130"
"3013340","3014700"
"3013340","3014760"
"3013360","3003900"
"3013360","3013340"
"3013360","3016230"
"3013360","3016200"
"3013360","3018960"
"3013360","3013310"
"3013360","3004800"
"3013360","3011650"
"3017040","3013340"
"3017040","3000095"
"3017040","3003660"
"3017040","3013310"
"3026100","3019500"
"3026100","3015420"
"3026100","3017700"
"3026100","3016530"
"3026100","3020850"
"3026100","3024930"
"3005610","3004860"
"3005610","3007930"
"3005610","3007950"
"3005610","3026400"
"3005610","3000006"
"3005610","3002730"
"3005610","3021000"
"3025560","3020100"
"3025560","3000933"
"3025560","3013470"
"3025560","3001740"
"3025560","3021900"
"3025560","3022260"
"3025560","3011850"
"3025560","3001710"
"3025560","3019530"
"3025560","3021870"
"3025560","3007350"
"3025560","3011820"
"3025560","3016880"
"3025560","3013440"
"3025560","3000932"
"3025560","3023340"
"3025560","3028770"
"3003090","3005310"
"3003090","3002030"
"3003090","3024180"
"3003090","3017460"
"3003090","3009000"
"3003090","3018210"
"3003090","3008280"
"3003090","3016710"
"3003090","3026730"
"3007860","3005040"
"3007860","3011580"
"3007860","3021270"
"3007860","3010290"
"3007860","3010210"
"3007860","3021240"
"3007860","3005010"
"3007860","3011550"
"3007860","3002640"
"3011580","3007860"
"3011580","3021270"
"3011580","3007830"
"3011580","3002640"
"3011580","3018170"
"3021270","3005040"
"3021270","3007860"
"3021270","3011580"
"3021270","3024230"
"3021270","3006810"
"3021270","3010290"
"3021270","3028620"
"3021270","3007830"
"3021270","3005010"
"3021270","3011550"
"3021270","3011670"
"3021270","3027340"
"3021270","3018170"
"3021270","3023670"
"3010530","3012990"
"3010530","3008850"
"3010530","3018900"
"3010530","3012960"
"3010530","3008860"
"3010530","3018870"
"3010530","3008730"
"3010530","3023160"
"3010530","3023340"
"3010530","3028380"
"3019500","3026580"
"3019500","3026100"
"3019500","3026070"
"3019500","3026550"
"3019500","3016530"
"3007140","3003840"
"3007140","3016770"
"3007140","3006330"
"3007140","3018540"
"3007140","3015420"
"3007140","3027790"
"3007140","3021450"
"3007140","3002450"
"3007140","3005190"
"3007140","3008700"
"3007140","3010230"
"3007140","3013800"
"3007140","3015450"
"3007140","3025500"
"3007140","3027740"
"3007140","3005140"
"3007140","3009510"
"3007140","3005330"
"3007140","3006320"
"3007140","3020240"
"3007140","3015930"
"3007140","3010080"
"3007140","3011340"
"3007140","3026460"
"3007140","3025530"
"3007140","3002430"
"3007140","3019950"
"3007140","3003820"
"3007140","3005990"
"3007140","3000099"
"3015420","3003840"
"3015420","3016770"
"3015420","3026100"
"3015420","3007140"
"3015420","3027790"
"3015420","3021090"
"3015420","3025500"
"3015420","3027740"
"3015420","3026070"
"3015420","3015900"
"3015420","3021060"
"3015420","3010080"
"3015420","3007110"
"3015420","3014640"
"3015420","3016530"
"3015420","3020850"
"3027790","3016770"
"3027790","3007140"
"3027790","3015420"
"3027790","3015450"
"3027790","3027570"
"3027790","3010080"
"3027790","3011340"
"3027790","3026460"
"3027790","3007110"
"3016020","3022410"
"3016020","3023550"
"3016020","3024230"
"3016020","3010290"
"3016020","3024200"
"3016020","3004200"
"3023550","3008340"
"3023550","3022410"
"3023550","3016020"
"3023550","3024230"
"3023550","3021960"
"3023550","3004200"
"3023550","3008470"
"3023550","3028020"
"3024230","3022410"
"3024230","3021270"
"3024230","3016020"
"3024230","3023550"
"3024230","3006810"
"3024230","3010290"
"3024230","3010210"
"3024230","3021240"
"3024230","3023520"
"3024230","3027340"
"3024230","3028020"
"3000933","3020100"
"3000933","3025560"
"3000933","3003330"
"3000933","3004590"
"3000933","3017640"
"3000933","3003800"
"3000933","3018060"
"3000933","3018290"
"3000933","3020170"
"3000933","3016880"
"3000933","3003290"
"3000933","3004560"
"3000933","3028770"
"3003330","3000933"
"3003330","3004590"
"3003330","3017640"
"3003330","3026190"
"3003330","3017610"
"3003330","3018750"
"3003330","3020170"
"3003330","3026160"
"3003330","3000932"
"3003330","3001980"
"3003330","3004560"
"3004590","3020100"
"3004590","3000933"
"3004590","3003330"
"3004590","3017640"
"3004590","3026190"
"3004590","3028170"
"3004590","3024810"
"3004590","3026160"
"3004590","3028140"
"3004590","3002300"
"3004590","3016880"
"3004590","3000932"
"3004590","3001980"
"3004590","3003290"
"3004590","3000654"
"3004590","3009930"
"3004590","3013530"
"3017640","3000933"
"3017640","3003330"
"3017640","3004590"
"3017640","3026190"
"3017640","3026160"
"3017640","3000932"
"3017640","3003290"
"3017640","3004560"
"3017640","3004980"
"3017640","3028770"
"3026190","3027840"
"3026190","3003330"
"3026190","3004590"
"3026190","3017640"
"3026190","3028170"
"3026190","3017610"
"3026190","3020170"
"3026190","3001980"
"3026190","3003290"
"3026190","3004560"
"3026190","3004980"
"3028170","3027840"
"3028170","3004590"
"3028170","3026190"
"3028170","3026160"
"3028170","3004560"
"3028170","3005550"
"3028170","3013530"
"3013400","3006270"
"3013400","3026670"
"3013400","3003000"
"3013400","3003750"
"3013400","3009120"
"3013400","3013660"
"3013400","3028380"
"3006270","3013590"
"3006270","3013400"
"3006270","3008310"
"3006270","3013560"
"3006270","3013395"
"3006270","3004050"
"3006270","3003750"
"3026670","3013400"
"3026670","3013395"
"3026670","3009120"
"3026670","3017580"
"3005310","3015120"
"3005310","3027840"
"3005310","3003090"
"3005310","3002030"
"3005310","3021450"
"3005310","3002010"
"3005310","3010820"
"3005310","3008670"
"3005310","3004380"
"3005310","3027810"
"3005310","3008910"
"3005310","3026730"
"3004860","3013340"
"3004860","3005610"
"3004860","3007930"
"3004860","3000095"
"3004860","3003990"
"3004860","3008010"
"3004860","3008040"
"3004860","3003660"
"3004860","3001950"
"3004860","3009670"
"3004860","3013280"
"3023400","3014370"
"3023400","3014340"
"3023400","3017580"
"3023400","3027930"
"3007930","3005610"
"3007930","3004860"
"3007930","3011880"
"3007930","3000095"
"3007930","3007030"
"3007930","3000006"
"3007930","3000007"
"3007930","3000008"
"3007930","3009670"
"3007930","3021000"
"3007930","3022920"
"3007930","3025950"
"3012300","3003450"
"3012300","3003420"
"3012300","3012210"
"3012300","3014070"
"3012300","3024990"
"3016230","3003900"
"3016230","3013360"
"3016230","3020070"
"3016230","3015260"
"3016230","3015200"
"3016230","3020040"
"3016230","3005460"
"3016230","3009720"
"3016230","3018960"
"3016230","3028860"
"3016230","3021720"
"3016230","3011650"
"3023970","3003900"
"3023970","3004920"
"3023970","3023070"
"3023970","3023040"
"3023970","3004890"
"3023970","3003870"
"3023970","3014820"
"3023970","3016950"
"3023970","3014700"
"3006810","3008340"
"3006810","3022410"
"3006810","3021270"
"3006810","3024230"
"3006810","3011880"
"3006810","3028620"
"3006810","3011460"
"3006810","3015510"
"3006810","3007030"
"3006810","3015990"
"3006810","3007830"
"3006810","3011420"
"3006810","3021240"
"3006810","3028590"
"3006810","3011670"
"3006810","3008400"
"3006810","3022370"
"3006810","3019170"
"3006810","3025950"
"3010290","3005040"
"3010290","3007860"
"3010290","3021270"
"3010290","3016020"
"3010290","3024230"
"3010290","3021960"
"3010290","3024200"
"3010290","3005130"
"3010290","3021240"
"3010290","3005010"
"3010290","3002640"
"3011880","3007930"
"3011880","3006810"
"3011880","3011190"
"3011880","3018270"
"3011880","3018240"
"3011880","3011160"
"3011880","3007980"
"3011880","3006790"
"3011880","3012420"
"3011880","3017580"
"3011880","3019170"
"3011880","3022920"
"3011880","3025950"
"3011880","3028470"
"3003450","3012300"
"3003450","3013050"
"3003450","3025140"
"3003450","3025130"
"3003450","3012270"
"3003450","3014070"
"3003450","3024990"
"3003450","3028770"
"3005910","3013050"
"3005910","3024330"
"3005910","3025140"
"3005910","3002450"
"3005910","3013830"
"3005910","3005850"
"3005910","3024300"
"3005910","3025130"
"3005910","3002430"
"3005910","3028550"
"3005910","3028770"
"3013050","3011260"
"3013050","3021540"
"3013050","3003450"
"3013050","3005910"
"3013050","3024330"
"3013050","3025140"
"3013050","3005850"
"3013050","3005880"
"3013050","3026880"
"3013050","3021510"
"3013050","3003480"
"3013050","3005760"
"3013050","3014070"
"3024330","3011260"
"3024330","3010170"
"3024330","3021540"
"3024330","3005910"
"3024330","3013050"
"3024330","3002450"
"3024330","3005880"
"3024330","3013040"
"3024330","3026880"
"3024330","3010140"
"3024330","3013110"
"3024330","3021510"
"3024330","3002430"
"3024330","3003480"
"3025140","3003450"
"3025140","3005910"
"3025140","3013050"
"3025140","3005880"
"3025140","3013040"
"3025140","3028770"
"3023910","3000101"
"3023910","3007320"
"3023910","3027090"
"3023910","3008190"
"3023910","3000003"
"3023910","3000098"
"3023910","3000093"
"3023910","3007330"
"3023910","3027060"
"3023910","3000102"
"3023910","3025320"
"3012990","3010530"
"3012990","3023070"
"3012990","3023040"
"3012990","3016490"
"3012990","3016290"
"3012990","3023160"
"3012990","3023340"
"3012990","3028470"
"3008850","3010530"
"3008850","3018900"
"3008850","3024690"
"3008850","3016490"
"3008850","3018870"
"3008850","3003750"
"3008850","3012210"
"3008850","3014430"
"3008850","3024990"
"3008850","3028380"
"3018900","3010530"
"3018900","3008850"
"3018900","3015390"
"3018900","3024690"
"3018900","3016490"
"3018900","3015610"
"3018900","3008860"
"3018900","3014430"
"3018900","3023340"
"3015390","3018900"
"3015390","3013470"
"3015390","3018870"
"3015390","3013440"
