"leaid","neighbor_leaid"
"0602450","0640680"
"0602450","0627930"
"0602450","0603060"
"0602450","0622230"
"0602450","0612330"
"0602450","0606870"
"0602450","0602070"
"0602450","0620640"
"0625690","0629270"
"0625690","0630990"
"0625690","0637140"
"0625690","0613800"
"0625690","0609640"
"0625690","0636840"
"0628270","0635850"
"0628270","0606022"
"0628270","0609330"
"0628270","0606030"
"0628270","0626460"
"0628270","0601421"
"0628270","0600009"
"0628270","0607560"
"0628270","0613800"
"0628270","0640980"
"0600019","0607800"
"0600019","0622110"
"0600019","0600020"
"0600019","0635130"
"0600020","0607800"
"0600020","0622110"
"0600020","0600019"
"0600020","0600021"
"0600021","0607800"
"0600021","0622110"
"0600021","0600020"
"0600021","0624500"
"0600021","0614400"
"0606870","0605940"
"0606870","0699013"
"0606870","0623970"
"0606870","0640680"
"0606870","0640800"
"0606870","0621810"
"0606870","0622230"
"0606870","0602450"
"0627200","0606013"
"0627200","0608250"
"0627200","0616323"
"0627200","0617220"
"0627200","0630030"
"0627200","0615180"
"0627200","0625830"
"0624500","0611820"
"0624500","0602310"
"0624500","0628680"
"0624500","0604800"
"0624500","0622110"
"0624500","0600021"
"0624500","0630030"
"0624500","0635430"
"0624500","0614400"
"0630030","0611820"
"0630030","0625150"
"0630030","0606013"
"0630030","0606031"
"0630030","0618840"
"0630030","0627030"
"0630030","0608250"
"0630030","0616650"
"0630030","0636660"
"0630030","0602310"
"0630030","0622110"
"0630030","0627200"
"0630030","0624500"
"0630030","0625830"
"0630030","0608130"
"0601860","0604740"
"0601860","0632550"
"0604740","0601650"
"0604740","0628860"
"0604740","0612630"
"0604740","0601860"
"0604740","0628050"
"0604740","0632550"
"0605880","0614760"
"0605880","0614730"
"0605880","0620190"
"0605880","0608460"
"0605880","0641280"
"0605880","0630660"
"0605880","0633750"
"0620370","0607440"
"0620370","0633860"
"0620370","0684500"
"0620370","0627240"
"0622590","0602630"
"0622590","0618060"
"0622590","0610440"
"0622590","0618030"
"0622590","0628140"
"0622590","0642150"
"0622590","0614880"
"0622590","0601620"
"0622590","0622500"
"0627240","0618060"
"0627240","0614220"
"0627240","0618030"
"0627240","0614880"
"0627240","0635310"
"0627240","0684500"
"0627240","0620370"
"0630660","0602630"
"0630660","0614760"
"0630660","0602610"
"0630660","0614730"
"0630660","0608460"
"0630660","0605880"
"0630660","0628650"
"0630660","0609850"
"0640150","0635310"
"0640150","0684500"
"0640150","0628650"
"0600037","0614190"
"0600037","0601420"
"0600037","0622320"
"0600037","0632730"
"0600037","0600038"
"0600037","0699997"
"0600052","0603030"
"0600052","0699006"
"0600052","0610380"
"0600052","0614520"
"0600052","0614910"
"0600052","0618660"
"0600052","0630090"
"0600052","0637350"
"0600052","0603000"
"0619950","0606005"
"0619950","0606006"
"0619950","0603030"
"0619950","0636940"
"0619950","0614040"
"0619950","0619230"
"0619950","0615990"
"0619950","0623730"
"0619950","0628830"
"0619950","0606510"
"0619950","0604890"
"0619950","0605400"
"0619950","0610770"
"0600038","0614190"
"0600038","0632730"
"0600038","0637590"
"0600038","0600037"
"0600038","0699997"
"0628650","0602630"
"0628650","0602610"
"0628650","0614880"
"0628650","0633860"
"0628650","0635310"
"0628650","0684500"
"0628650","0630660"
"0628650","0640150"
"0628650","0600027"
"0628650","0609850"
"0623940","0621270"
"0623940","0624660"
"0623940","0606001"
"0623940","0699012"
"0623940","0621240"
"0623940","0630840"
"0623940","0636960"
"0623940","0604080"
"0623940","0633210"
"0623940","0631920"
"0623940","0691137"
"0623940","0600116"
"0600027","0630210"
"0600027","0606034"
"0600027","0624540"
"0600027","0630180"
"0600027","0633860"
"0600027","0600029"
"0600027","0628650"
"0600027","0609850"
"0602430","0633150"
"0602430","0619260"
"0602430","0609850"
"0609030","0614550"
"0609030","0636805"
"0609030","0600116"
"0609030","0635250"
"0609030","0600068"
"0613840","0600022"
"0613840","0623340"
"0613840","0600033"
"0619490","0699002"
"0619490","0631680"
"0619490","0600022"
"0619490","0623340"
"0619490","0601415"
"0619490","0691134"
"0619490","0607970"
"0691134","0699003"
"0691134","0699002"
"0691134","0606540"
"0691134","0631680"
"0691134","0642210"
"0691134","0600022"
"0691134","0609120"
"0691134","0619490"
"0600044","0606038"
"0600044","0601890"
"0600044","0642270"
"0600044","0615150"
"0600044","0600034"
"0602070","0605940"
"0602070","0638280"
"0602070","0640680"
"0602070","0640200"
"0602070","0602450"
"0602070","0611870"
"0602070","0620640"
"0603840","0616920"
"0603840","0604290"
"0603840","0625860"
"0603840","0632070"
"0603840","0643560"
"0603840","0634440"
"0603840","0629550"
"0611100","0605820"
"0611100","0623460"
"0611100","0606990"
"0611100","0626760"
"0611100","0609070"
"0611100","0629640"
"0611100","0635070"
"0611100","0611110"
"0619260","0608160"
"0619260","0616300"
"0619260","0626220"
"0619260","0613920"
"0619260","0633150"
"0619260","0602430"
"0619260","0609390"
"0619260","0609850"
"0610770","0603030"
"0610770","0636940"
"0610770","0616530"
"0610770","0619230"
"0610770","0628830"
"0610770","0619950"
"0604290","0625800"
"0604290","0603840"
"0604290","0632070"
"0604290","0643560"
"0604290","0609390"
"0604290","0634440"
"0609070","0605820"
"0609070","0642180"
"0609070","0606990"
"0609070","0605700"
"0609070","0611100"
"0609070","0611110"
"0629640","0626760"
"0629640","0611100"
"0629640","0635070"
"0624150","0642710"
"0624150","0601442"
"0624150","0638070"
"0624150","0609570"
"0624150","0631620"
"0624150","0642540"
"0638070","0642710"
"0638070","0600045"
"0638070","0601442"
"0638070","0624150"
"0638070","0633720"
"0609570","0638610"
"0609570","0606090"
"0609570","0624690"
"0609570","0642900"
"0609570","0600051"
"0609570","0630360"
"0609570","0605040"
"0609570","0624150"
"0609570","0631620"
"0609570","0642540"
"0609570","0622050"
"0631620","0642710"
"0631620","0605040"
"0631620","0611730"
"0631620","0624150"
"0631620","0609570"
"0642540","0612930"
"0642540","0620070"
"0642540","0601442"
"0642540","0630360"
"0642540","0624150"
"0642540","0609570"
"0600067","0606018"
"0600067","0699003"
"0600067","0699002"
"0600067","0602370"
"0600067","0606540"
"0600067","0625290"
"0600067","0629400"
"0600067","0631680"
"0600067","0601415"
"0600067","0621150"
"0600067","0600040"
"0614250","0606018"
"0614250","0699002"
"0614250","0625290"
"0614250","0628530"
"0614250","0629400"
"0614250","0614550"
"0614250","0635250"
"0614250","0636270"
"0621150","0619830"
"0621150","0616500"
"0621150","0699002"
"0621150","0619800"
"0621150","0625290"
"0621150","0619770"
"0621150","0600067"
"0621150","0636270"
"0621150","0600040"
"0621150","0699997"
"0629910","0619830"
"0629910","0608850"
"0629910","0619700"
"0629910","0635250"
"0629910","0636270"
"0613800","0642510"
"0613800","0602820"
"0613800","0606022"
"0613800","0629270"
"0613800","0627180"
"0613800","0615600"
"0613800","0607740"
"0613800","0626460"
"0613800","0635490"
"0613800","0637140"
"0613800","0601421"
"0613800","0600009"
"0613800","0625690"
"0613800","0628270"
"0613800","0636840"
"0613800","0600026"
"0627850","0621000"
"0627850","0609640"
"0627850","0636840"
"0640980","0606022"
"0640980","0629270"
"0640980","0606030"
"0640980","0624720"
"0640980","0629220"
"0640980","0632760"
"0640980","0607560"
"0640980","0628270"
"0635070","0605820"
"0635070","0623460"
"0635070","0617430"
"0635070","0611100"
"0635070","0629640"
"0600042","0619110"
"0600042","0619140"
"0600042","0637680"
"0600042","0605700"
"0600042","0616920"
"0600042","0600069"
"0600042","0629550"
"0607500","0634380"
"0607500","0612750"
"0607500","0634880"
"0607500","0641190"
"0607500","0628250"
"0626100","0616230"
"0626100","0619110"
"0626100","0602100"
"0626100","0618730"
"0626100","0619140"
"0626100","0618210"
"0641190","0634880"
"0641190","0601426"
"0641190","0607500"
"0641190","0628250"
"0635250","0614550"
"0635250","0619700"
"0635250","0636805"
"0635250","0609030"
"0635250","0614250"
"0635250","0629910"
"0635250","0636270"
"0636270","0619830"
"0636270","0699002"
"0636270","0608850"
"0636270","0619800"
"0636270","0625290"
"0636270","0614250"
"0636270","0621150"
"0636270","0629910"
"0636270","0635250"
"0600040","0616500"
"0600040","0621400"
"0600040","0699003"
"0600040","0606540"
"0600040","0642210"
"0600040","0607980"
"0600040","0618510"
"0600040","0619770"
"0600040","0609120"
"0600040","0600067"
"0600040","0621150"
"0607970","0606018"
"0607970","0642060"
"0607970","0614550"
"0607970","0623340"
"0607970","0601415"
"0607970","0619490"
"0607970","0600068"
"0639840","0636800"
"0639840","0622440"
"0639840","0604020"
"0639840","0636820"
"0639840","0610680"
"0600014","0636972"
"0600014","0641040"
"0600014","0601710"
"0600014","0600017"
"0600014","0634170"
"0600014","0632610"
"0600014","0636970"
"0600017","0636972"
"0600017","0641040"
"0600017","0628950"
"0600017","0604020"
"0600017","0600014"
"0600017","0632610"
"0600017","0600015"
"0625860","0604230"
"0625860","0626760"
"0625860","0636820"
"0625860","0603840"
"0625860","0632070"
"0625860","0600015"
"0625860","0611110"
"0625860","0629550"
"0632070","0604230"
"0632070","0603840"
"0632070","0604290"
"0632070","0625860"
"0632070","0634170"
"0632070","0632610"
"0632070","0643560"
"0632070","0609390"
"0634170","0632370"
"0634170","0600014"
"0634170","0632070"
"0634170","0632610"
"0634170","0609390"
"0634170","0636970"
"0600016","0608160"
"0600016","0626340"
"0600016","0616300"
"0600016","0607950"
"0600016","0628470"
"0600016","0602160"
"0600016","0608760"
"0632610","0604230"
"0632610","0600014"
"0632610","0600017"
"0632610","0632070"
"0632610","0634170"
"0632610","0600015"
"0643560","0603840"
"0643560","0604290"
"0643560","0632070"
"0609390","0632370"
"0609390","0613920"
"0609390","0625800"
"0609390","0633150"
"0609390","0619260"
"0609390","0604290"
"0609390","0632070"
"0609390","0634170"
"0600015","0604230"
"0600015","0604020"
"0600015","0636820"
"0600015","0600017"
"0600015","0625860"
"0600015","0632610"
"0622050","0638610"
"0622050","0699001"
"0622050","0623700"
"0622050","0606090"
"0622050","0627750"
"0622050","0600051"
"0622050","0624090"
"0622050","0609570"
"0613890","0612070"
"0613890","0633630"
"0613890","0632310"
"0613890","0606270"
"0613890","0621180"
"0613890","0613080"
"0613890","0612330"
"0613890","0634620"
"0613890","0633840"
"0613890","0605240"
"0611870","0606021"
"0611870","0638280"
"0611870","0633690"
"0611870","0638250"
"0611870","0640200"
"0611870","0601409"
"0611870","0691137"
"0611870","0600116"
"0611870","0602070"
"0611870","0623530"
"0615180","0634140"
"0615180","0627480"
"0615180","0616323"
"0615180","0629490"
"0615180","0691136"
"0615180","0622740"
"0615180","0627200"
"0615180","0625830"
"0629610","0626310"
"0629610","0636390"
"0629610","0622380"
"0629610","0624570"
"0629610","0631470"
"0629610","0631860"
"0629610","0622650"
"0629610","0626280"
"0699997","0603030"
"0699997","0614190"
"0699997","0619650"
"0699997","0616500"
"0699997","0699004"
"0699997","0699010"
"0699997","0604860"
"0699997","0619770"
"0699997","0622320"
"0699997","0624300"
"0699997","0628830"
"0699997","0629430"
"0699997","0630090"
"0699997","0639720"
"0699997","0605730"
"0699997","0634080"
"0699997","0635010"
"0699997","0603000"
"0699997","0604890"
"0699997","0636805"
"0699997","0600031"
"0699997","0625530"
"0699997","0607530"
"0699997","0629370"
"0699997","0600116"
"0699997","0637590"
"0699997","0627590"
"0699997","0636450"
"0699997","0600037"
"0699997","0600038"
"0699997","0621150"
"0625830","0611820"
"0625830","0622800"
"0625830","0602310"
"0625830","0622350"
"0625830","0627810"
"0625830","0613140"
"0625830","0629490"
"0625830","0627200"
"0625830","0630030"
"0625830","0615180"
"0625830","0634590"
"0635430","0611820"
"0635430","0626310"
"0635430","0614430"
"0635430","0607230"
"0635430","0610290"
"0635430","0607200"
"0635430","0626280"
"0635430","0638460"
"0635430","0628680"
"0635430","0624500"
"0635430","0634590"
"0635430","0614400"
"0634590","0611820"
"0634590","0622800"
"0634590","0607230"
"0634590","0602310"
"0634590","0607200"
"0634590","0622350"
"0634590","0622830"
"0634590","0614370"
"0634590","0640320"
"0634590","0627810"
"0634590","0628680"
"0634590","0604800"
"0634590","0607140"
"0634590","0623130"
"0634590","0625830"
"0634590","0635430"
"0600069","0612910"
"0600069","0613530"
"0600069","0619110"
"0600069","0612880"
"0600069","0619140"
"0600069","0635040"
"0600069","0640710"
"0600069","0631710"
"0600069","0601426"
"0600069","0600028"
"0600069","0616920"
"0600069","0600042"
"0628250","0613530"
"0628250","0613500"
"0628250","0601426"
"0628250","0607500"
"0628250","0641190"
"0631530","0612910"
"0631530","0616230"
"0631530","0634380"
"0631530","0610740"
"0631530","0612880"
"0631530","0620790"
"0631530","0635040"
"0631530","0635880"
"0631530","0636990"
"0631530","0631710"
"0631530","0634320"
"0634320","0616230"
"0634320","0634380"
"0634320","0638640"
"0634320","0608610"
"0634320","0610740"
"0634320","0620250"
"0634320","0621330"
"0634320","0626670"
"0634320","0635880"
"0634320","0637380"
"0634320","0609870"
"0634320","0631530"
"0600018","0606006"
"0600018","0603030"
"0600018","0614190"
"0600018","0636600"
"0600018","0618160"
"0600018","0623730"
"0600018","0606510"
"0600018","0611430"
"0600018","0619170"
"0600018","0606000"
"0600018","0637630"
"0600018","0601331"
"0622410","0635670"
"0622410","0635850"
"0622410","0606330"
"0622410","0628710"
"0622410","0641220"
"0626640","0630250"
"0626640","0628320"
"0626640","0642930"
"0626640","0637830"
"0626640","0640740"
"0626640","0613360"
"0626640","0640590"
"0626640","0637200"
"0628050","0601650"
"0628050","0607350"
"0628050","0628860"
"0628050","0612630"
"0628050","0634680"
"0628050","0607800"
"0628050","0601770"
"0628050","0604740"
"0628050","0630330"
"0638770","0626880"
"0638770","0630750"
"0638770","0602250"
"0638770","0613980"
"0638770","0600012"
"0638770","0626820"
"0638770","0636780"
"0638770","0620640"
"0638770","0605240"
"0631170","0629130"
"0631170","0632010"
"0631170","0621060"
"0631170","0618780"
"0631170","0619050"
"0631170","0632520"
"0631170","0638550"
"0631170","0602760"
"0631170","0613710"
"0631170","0615480"
"0631170","0630520"
"0631170","0642300"
"0631170","0629820"
"0631170","0624090"
"0631170","0636780"
"0614400","0627060"
"0614400","0607800"
"0614400","0600021"
"0614400","0624500"
"0614400","0635430"
"0614400","0626910"
"0626910","0607800"
"0626910","0616740"
"0626910","0614400"
"0600063","0625150"
"0600063","0699012"
"0600063","0612690"
"0600063","0617160"
"0600063","0633210"
"0600063","0600060"
"0600063","0600062"
"0633110","0614820"
"0633110","0621600"
"0633110","0626970"
"0633110","0628080"
"0633110","0641580"
"0633110","0622230"
"0633110","0612330"
"0633110","0633840"
"0633110","0610620"
"0633110","0639630"
"0633110","0613360"
"0633110","0611280"
"0633110","0602850"
"0633110","0630600"
"0610620","0642930"
"0610620","0641580"
"0610620","0643080"
"0610620","0633110"
"0610620","0611280"
"0639630","0633110"
"0639630","0613360"
"0639630","0611280"
"0639630","0640590"
"0640740","0626640"
"0640740","0604620"
"0640740","0613360"
"0608130","0625150"
"0608130","0606013"
"0608130","0608250"
"0608130","0612690"
"0608130","0619620"
"0608130","0625130"
"0608130","0636660"
"0608130","0600060"
"0608130","0630030"
"0634740","0622800"
"0634740","0635600"
"0634740","0699011"
"0634740","0605640"
"0634740","0629340"
"0634740","0635590"
"0634740","0620700"
"0634740","0620220"
"0634740","0600043"
"0611040","0624660"
"0611040","0699012"
"0611040","0603750"
"0611040","0636960"
"0611040","0615810"
"0611040","0617160"
"0611040","0633210"
"0611040","0600060"
"0611040","0600158"
"0604620","0640740"
"0604620","0613360"
"0604620","0624030"
"0604620","0618990"
"0613360","0626370"
"0613360","0626640"
"0613360","0633110"
"0613360","0639630"
"0613360","0640740"
"0613360","0604620"
"0613360","0611280"
"0613360","0640590"
"0613360","0624030"
"0613360","0630600"
"0623530","0606021"
"0623530","0699004"
"0623530","0633690"
"0623530","0604860"
"0623530","0600116"
"0623530","0611870"
"0602730","0631230"
"0602730","0603090"
"0602730","0623550"
"0602730","0617580"
"0602730","0624480"
"0602730","0640300"
"0602730","0608970"
"0624480","0631230"
"0624480","0623550"
"0624480","0602730"
"0624480","0640300"
"0624480","0614070"
"0624480","0642560"
"0640300","0620670"
"0640300","0619320"
"0640300","0601442"
"0640300","0602730"
"0640300","0624480"
"0640300","0631400"
"0640300","0642560"
"0640300","0608970"
"0631400","0601442"
"0631400","0640300"
"0631400","0633720"
"0631400","0642560"
"0642580","0637630"
"0642580","0637590"
"0642580","0609665"
"0642580","0614070"
"0642580","0633720"
"0642580","0642560"
"0642140","0642350"
"0642140","0626880"
"0642140","0611780"
"0642140","0630750"
"0642140","0633630"
"0642140","0603480"
"0642140","0622560"
"0642140","0633600"
"0642140","0642330"
"0642140","0630930"
"0642140","0606100"
"0642140","0623800"
"0642140","0630900"
"0642140","0600013"
"0611280","0642930"
"0611280","0633110"
"0611280","0610620"
"0611280","0639630"
"0611280","0613360"
"0611280","0640590"
"0640590","0642930"
"0640590","0626640"
"0640590","0639630"
"0640590","0613360"
"0640590","0611280"
"0600013","0630750"
"0600013","0633630"
"0600013","0622560"
"0600013","0633600"
"0600013","0642140"
"0627720","0630250"
"0627720","0635110"
"0627720","0638790"
"0627720","0611220"
"0627720","0621660"
"0627720","0627300"
"0627720","0628320"
"0627720","0630230"
"0636670","0630250"
"0636670","0638790"
"0636670","0602670"
"0636670","0605520"
"0636670","0620430"
"0636670","0620520"
"0636670","0627300"
"0636670","0611610"
"0636670","0616620"
"0636670","0625410"
"0636670","0640230"
"0636670","0640260"
"0634410","0638790"
"0634410","0618930"
"0634410","0632160"
"0634410","0636000"
"0634410","0604200"
"0634410","0606060"
"0634410","0618870"
"0634410","0601770"
"0601410","0621600"
"0601410","0606020"
"0601410","0606031"
"0601410","0626130"
"0601410","0618840"
"0601410","0606750"
"0601410","0600047"
"0622710","0607920"
"0622710","0642510"
"0622710","0621210"
"0622710","0616680"
"0622710","0627180"
"0622710","0638220"
"0622710","0621420"
"0622710","0601428"
"0622710","0604830"
"0622710","0606450"
"0622710","0609620"
"0622710","0611460"
"0622710","0612210"
"0622710","0620130"
"0622710","0600001"
"0622710","0622500"
"0622710","0625470"
"0622710","0629700"
"0622710","0637500"
"0622710","0629940"
"0622710","0618390"
"0622710","0615240"
"0622710","0635700"
"0622710","0639420"
"0622710","0600153"
"0622710","0623160"
"0622710","0610260"
"0622710","0621000"
"0622710","0636840"
"0618390","0607920"
"0618390","0616680"
"0618390","0621420"
"0618390","0622710"
"0618390","0610260"
"0615240","0606450"
"0615240","0620130"
"0615240","0629940"
"0615240","0622710"
"0635700","0629270"
"0635700","0628170"
"0635700","0622710"
"0635700","0621000"
"0635700","0609640"
"0639420","0607920"
"0639420","0621210"
"0639420","0600032"
"0639420","0629700"
"0639420","0622710"
"0600153","0606037"
"0600153","0614940"
"0600153","0634425"
"0600153","0625470"
"0600153","0634860"
"0600153","0637500"
"0600153","0622710"
"0627690","0614760"
"0627690","0642480"
"0627690","0611850"
"0627690","0623010"
"0627690","0637560"
"0627690","0621930"
"0627690","0606360"
"0627690","0614730"
"0627690","0620190"
"0627690","0601620"
"0627690","0611460"
"0627690","0604440"
"0633750","0614760"
"0633750","0623010"
"0633750","0620190"
"0633750","0641280"
"0633750","0610050"
"0633750","0616325"
"0633750","0605880"
"0633750","0642000"
"0623160","0609620"
"0623160","0611460"
"0623160","0629850"
"0623160","0622710"
"0610260","0622710"
"0610260","0618390"
"0642000","0603690"
"0642000","0604110"
"0642000","0610050"
"0642000","0616325"
"0642000","0633750"
"0608190","0615270"
"0608190","0603600"
"0608190","0610050"
"0608190","0605610"
"0608760","0608160"
"0608760","0626340"
"0608760","0628470"
"0608760","0631320"
"0608760","0603600"
"0608760","0600016"
"0608760","0605610"
"0608760","0636970"
"0605610","0615270"
"0605610","0631320"
"0605610","0603600"
"0605610","0610050"
"0605610","0608190"
"0605610","0608760"
"0621000","0627850"
"0621000","0622710"
"0621000","0635700"
"0621000","0609640"
"0621000","0636840"
"0636970","0608160"
"0636970","0636972"
"0636970","0602820"
"0636970","0619440"
"0636970","0626340"
"0636970","0601710"
"0636970","0632370"
"0636970","0620130"
"0636970","0603600"
"0636970","0600014"
"0636970","0634170"
"0636970","0608760"
"0634710","0634680"
"0634710","0607800"
"0634710","0616740"
"0609640","0629270"
"0609640","0628170"
"0609640","0630990"
"0609640","0625690"
"0609640","0627850"
"0609640","0635700"
"0609640","0621000"
"0609640","0636840"
"0636840","0642510"
"0636840","0627180"
"0636840","0625690"
"0636840","0613800"
"0636840","0627850"
"0636840","0622710"
"0636840","0621000"
"0636840","0609640"
"0600160","0606001"
"0600160","0604080"
"0600160","0631920"
"0600160","0600116"
"0601332","0606003"
"0601332","0606004"
"0601332","0633630"
"0601332","0611490"
"0601332","0612600"
"0601332","0633240"
"0601332","0641580"
"0601332","0634620"
"0601332","0607900"
"0601332","0600036"
"0601332","0633840"
"0601331","0606005"
"0601331","0606006"
"0601331","0614040"
"0601331","0606510"
"0601331","0611430"
"0601331","0619170"
"0601331","0621480"
"0601331","0639750"
"0601331","0600018"
"0609665","0637590"
"0609665","0642580"
"0609665","0614070"
"0614070","0624480"
"0614070","0642580"
"0614070","0609665"
"0614070","0642560"
"0633720","0609810"
"0633720","0632010"
"0633720","0612420"
"0633720","0632250"
"0633720","0600045"
"0633720","0637630"
"0633720","0601442"
"0633720","0638070"
"0633720","0631400"
"0633720","0642580"
"0633720","0642560"
"0642560","0624480"
"0642560","0640300"
"0642560","0631400"
"0642560","0642580"
"0642560","0614070"
"0642560","0633720"
"0600068","0606001"
"0600068","0631920"
"0600068","0614550"
"0600068","0623340"
"0600068","0600116"
"0600068","0609030"
"0600068","0607970"
"0614950","0606006"
"0614950","0611700"
"0614950","0636940"
"0614950","0636600"
"0614950","0604350"
"0614950","0607770"
"0614950","0609450"
"0614950","0612810"
"0614950","0614490"
"0614950","0618270"
"0614950","0627040"
"0614950","0632040"
"0614950","0636570"
"0614950","0624210"
"0614950","0639750"
"0624030","0601650"
"0624030","0620310"
"0624030","0628860"
"0624030","0626370"
"0624030","0604620"
"0624030","0613360"
"0624030","0618990"
"0624030","0632550"
"0630330","0628050"
"0641160","0606026"
"0641160","0606028"
"0641160","0619830"
"0641160","0606016"
"0641160","0639930"
"0641160","0616500"
"0641160","0638040"
"0641160","0629160"
"0641160","0625350"
"0641160","0619770"
"0641160","0619890"
"0641160","0639600"
"0641160","0627900"
"0641160","0621570"
"0641160","0638340"
"0641160","0610350"
"0641160","0601418"
"0641160","0601423"
"0641160","0600065"
"0641160","0600035"
"0600064","0606107"
"0600064","0638430"
"0600064","0638130"
"0600064","0639060"
"0600064","0637770"
"0600064","0633270"
"0600064","0617640"
"0600064","0606570"
"0600064","0617520"
"0600064","0602220"
"0600064","0622440"
"0600026","0602820"
"0600026","0619540"
"0600026","0615600"
"0600026","0603270"
"0600026","0615000"
"0600026","0600009"
"0600026","0613800"
"0600026","0623820"
"0637200","0630250"
"0637200","0635830"
"0637200","0604650"
"0637200","0619410"
"0637200","0628320"
"0637200","0630230"
"0637200","0637830"
"0637200","0626640"
"0623820","0638730"
"0623820","0619540"
"0623820","0606390"
"0623820","0615000"
"0623820","0620730"
"0623820","0638700"
"0623820","0600009"
"0623820","0600026"
"0623820","0603300"
"0626490","0636972"
"0626490","0602820"
"0626490","0611910"
"0626490","0601710"
"0626490","0616860"
"0626490","0625230"
"0626490","0637620"
"0626490","0604020"
"0638880","0619540"
"0638880","0603270"
"0638880","0606960"
"0638880","0611130"
"0638880","0625230"
"0638880","0637620"
"0603300","0638730"
"0603300","0641430"
"0603300","0635670"
"0603300","0699009"
"0603300","0622950"
"0603300","0624330"
"0603300","0605280"
"0603300","0607840"
"0603300","0638700"
"0603300","0624780"
"0603300","0600009"
"0603300","0623080"
"0603300","0634800"
"0603300","0636450"
"0603300","0623820"
"0603300","0639000"
"0603300","0600048"
"0639000","0699009"
"0639000","0607840"
"0639000","0603300"
"0639000","0600049"
"0639000","0600048"
"0600049","0619650"
"0600049","0699009"
"0600049","0699010"
"0600049","0607840"
"0600049","0634050"
"0600049","0635010"
"0600049","0600031"
"0600049","0639000"
"0600049","0600048"
"0600048","0699010"
"0600048","0631020"
"0600048","0635010"
"0600048","0636450"
"0600048","0603300"
"0600048","0639000"
"0600048","0600049"
"0620640","0612070"
"0620640","0636810"
"0620640","0631290"
"0620640","0602450"
"0620640","0602070"
"0620640","0638770"
"0620640","0605240"
"0605240","0612070"
"0605240","0630750"
"0605240","0633630"
"0605240","0632310"
"0605240","0615450"
"0605240","0636810"
"0605240","0630780"
"0605240","0631290"
"0605240","0607170"
"0605240","0603480"
"0605240","0622560"
"0605240","0613080"
"0605240","0613980"
"0605240","0613890"
"0605240","0638770"
"0605240","0620640"
"0608970","0631230"
"0608970","0617580"
"0608970","0624750"
"0608970","0619320"
"0608970","0602730"
"0608970","0640300"
"0608970","0615150"
"0615150","0606038"
"0615150","0631230"
"0615150","0601890"
"0615150","0617580"
"0615150","0642270"
"0615150","0624750"
"0615150","0600044"
"0615150","0608970"
"0611110","0605700"
"0611110","0626760"
"0611110","0611100"
"0611110","0609070"
"0611110","0625860"
"0611110","0629550"
"0634440","0606034"
"0634440","0627780"
"0634440","0625800"
"0634440","0616920"
"0634440","0603840"
"0634440","0604290"
"0629550","0605700"
"0629550","0616920"
"0629550","0603840"
"0629550","0600042"
"0629550","0625860"
"0629550","0611110"
"0609850","0630210"
"0609850","0608160"
"0609850","0630180"
"0609850","0626220"
"0609850","0608460"
"0609850","0691135"
"0609850","0633150"
"0609850","0630660"
"0609850","0628650"
"0609850","0600027"
"0609850","0602430"
"0609850","0619260"
"0602850","0621600"
"0602850","0605910"
"0602850","0628080"
"0602850","0626370"
"0602850","0633110"
"0602850","0630600"
"0618990","0604620"
"0618990","0624030"
"0618990","0632550"
"0630600","0626370"
"0630600","0633110"
"0630600","0613360"
"0630600","0602850"
"0632550","0601650"
"0632550","0628860"
"0632550","0601860"
"0632550","0604740"
"0632550","0624030"
"0632550","0618990"
"0600034","0606038"
"0600034","0602670"
"0600034","0635830"
"0600034","0601890"
"0600034","0614010"
"0600034","0624000"
"0600034","0630450"
"0600034","0642270"
"0600034","0600044"
"0609940","0630250"
"0609940","0602670"
"0609940","0635830"
"0609940","0604380"
"0609940","0611610"
"0609940","0615840"
"0609940","0621540"
"0609940","0630230"
"0638980","0612120"
"0638980","0612090"
"0638980","0633570"
"0638980","0634425"
"0638980","0634860"
"0638980","0629940"
"0638980","0602970"
"0602970","0612120"
"0602970","0612090"
"0602970","0625320"
"0602970","0629940"
"0602970","0638980"
"0635130","0601650"
"0635130","0620310"
"0635130","0625740"
"0635130","0641250"
"0635130","0607800"
"0635130","0626370"
"0635130","0622110"
"0635130","0600019"
"0604440","0601620"
"0604440","0611460"
"0604440","0622500"
"0604440","0629850"
"0604440","0627690"
"0601339","0606025"
"0601339","0699005"
"0601339","0607410"
"0601339","0620610"
"0601339","0630870"
"0601339","0642710"
"0601339","0600045"
"0601339","0608370"
"0601339","0611730"
"0900005","0900005"
"0900005","0903570"
"0900005","0900090"
"0900005","0900720"
"0900005","0900900"
"0900005","0901380"
"0900005","0902340"
"0900005","0904650"
"0900005","0905100"
"0900005","0900960"
"0900005","0901440"
"0900005","0904290"
"0900005","0904560"
"0900005","0905190"
"0903570","0900005"
"0903570","0903570"
"0903570","0900090"
"0903570","0900570"
"0903570","0900660"
"0903570","0900720"
"0903570","0901380"
"0903570","0901590"
"0903570","0901890"
"0903570","0902340"
"0903570","0903360"
"0903570","0903960"
"0903570","0904260"
"0903570","0905190"
"0903750","0903750"
"0903750","0900030"
"0903750","0900900"
"0903750","0902010"
"0903750","0902370"
"0903750","0900360"
"0903750","0900840"
"0903750","0900960"
"0903750","0901230"
"0903750","0901620"
"0903750","0902130"
"0903780","0903780"
"0903780","0901410"
"0903780","0903510"
"0903780","0900270"
